university_code,university_name,country,province_state,city,building_number,street,postal_code,website,type,language,established
ASTON,Aston University,UK,England,Birmingham,1,Aston Triangle,B4 7ET,aston.ac.uk,Public,English,1966
HULL,University of Hull,UK,England,Hull,1,Cottingham Rd,HU6 7RX,hull.ac.uk,Public,English,1927
KEELE,Keele University,UK,England,Keele,1,Keele,ST5 5BG,keele.ac.uk,Public,English,1949
LEIC,University of Leicester,UK,England,Leicester,1,University Rd,LE1 7RH,le.ac.uk,Public,English,1921
LIVER,University of Liverpool,UK,England,Liverpool,1,Brownlow Hill,L69 7ZX,liverpool.ac.uk,Public,English,1881
SALFORD,University of Salford,UK,England,Salford,1,The Crescent,M5 4WT,salford.ac.uk,Public,English,1967
STRATH,University of Strathclyde,UK,Scotland,Glasgow,1,George St,G1 1XQ,strath.ac.uk,Public,English,1796
ABERD,University of Aberdeen,UK,Scotland,Aberdeen,1,King's College,AB24 3FX,abdn.ac.uk,Public,English,1495
DUNDEE,University of Dundee,UK,Scotland,Dundee,1,Nethergate,DD1 4HN,dundee.ac.uk,Public,English,1967
HERIOT,Heriot-Watt University,UK,Scotland,Edinburgh,1,Riccarton,EH14 4AS,hw.ac.uk,Public,English,1966
STIRLING,University of Stirling,UK,Scotland,Stirling,1,Stirling,FK9 4LA,stir.ac.uk,Public,English,1967
CALEDONIAN,Glasgow Caledonian University,UK,Scotland,Glasgow,1,Cowcaddens Rd,G4 0BA,gcu.ac.uk,Public,English,1993
NAPIER,Edinburgh Napier University,UK,Scotland,Edinburgh,1,Sighthill Campus,EH11 4BN,napier.ac.uk,Public,English,1992
RGU,Robert Gordon University,UK,Scotland,Aberdeen,1,Garthdee Rd,AB10 7QB,rgu.ac.uk,Public,English,1992
ABERTAY,Abertay University,UK,Scotland,Dundee,1,Bell St,DD1 1HG,abertay.ac.uk,Public,English,1994
UWS,University of the West of Scotland,UK,Scotland,Paisley,1,High St,PA1 2BE,uws.ac.uk,Public,English,2007
CARD,Cardiff University,UK,Wales,Cardiff,1,Park Pl,CF10 3AT,cardiff.ac.uk,Public,English,1883
SWAN,Swansea University,UK,Wales,Swansea,1,Singleton Park,SA2 8PP,swansea.ac.uk,Public,English,1920
BANGOR,Bangor University,UK,Wales,Bangor,1,College Rd,LL57 2DG,bangor.ac.uk,Public,English,1884
ABERYSTWYTH,Aberystwyth University,UK,Wales,Aberystwyth,1,Penglais Campus,SY23 3DA,aber.ac.uk,Public,English,1872
USW,University of South Wales,UK,Wales,Pontypridd,1,Llantwit Rd,CF37 1DL,southwales.ac.uk,Public,English,2013
GLYNDWR,Wrexham Glyndwr University,UK,Wales,Wrexham,1,Mold Rd,LL11 2AW,glyndwr.ac.uk,Public,English,2008
CARDIFF_MET,Cardiff Metropolitan University,UK,Wales,Cardiff,1,Llandaff Campus,CF5 2YB,cardiffmet.ac.uk,Public,English,1865
TRINITY_SAINT_DAVID,University of Wales Trinity Saint David,UK,Wales,Carmarthen,1,College Rd,SA31 3EP,uwtsd.ac.uk,Public,English,2010
QUEENS_BELFAST,Queen's University Belfast,UK,Northern Ireland,Belfast,1,University Rd,BT7 1NN,qub.ac.uk,Public,English,1845
ULSTER,Ulster University,UK,Northern Ireland,Coleraine,1,Cromore Rd,BT52 1SA,ulster.ac.uk,Public,English,1984
STRANMILLIS,Stranmillis University College,UK,Northern Ireland,Belfast,1,Stranmillis Rd,BT9 5DY,stran.ac.uk,Public,English,1922
ST_MARYS,St Mary's University College,UK,Northern Ireland,Belfast,1,Falls Rd,BT12 6FE,stmarys-belfast.ac.uk,Public,English,1900
OXFORD_BROOKES,Oxford Brookes University,UK,England,Oxford,1,Gipsy Ln,OX3 0BP,brookes.ac.uk,Public,English,1992
ANGLIA_RUSKIN,Anglia Ruskin University,UK,England,Cambridge,1,East Rd,CB1 1PT,aru.ac.uk,Public,English,1992
BEDFORD,University of Bedfordshire,UK,England,Luton,1,University Square,LU1 3JU,beds.ac.uk,Public,English,2006
BIRMINGHAM_CITY,Birmingham City University,UK,England,Birmingham,1,City South Campus,B5 5JU,bcu.ac.uk,Public,English,1992
BOLTON,University of Bolton,UK,England,Bolton,1,Deane Rd,BL3 5AB,bolton.ac.uk,Public,English,2004
BOURNEMOUTH,Bournemouth University,UK,England,Bournemouth,1,Fern Barrow,BH12 5BB,bournemouth.ac.uk,Public,English,1992
BRADFORD,University of Bradford,UK,England,Bradford,1,Richmond Rd,BD7 1DP,bradford.ac.uk,Public,English,1966
BRIGHTON,University of Brighton,UK,England,Brighton,1,Mithras House,BN2 4AT,brighton.ac.uk,Public,English,1992
BRISTOL_UWE,University of the West of England,UK,England,Bristol,1,Frenchay Campus,BS16 1QY,uwe.ac.uk,Public,English,1992
BUCKS,Buckinghamshire New University,UK,England,High Wycombe,1,Queen Alexandra Rd,HP11 2JZ,bucks.ac.uk,Public,English,2007
CANTERBURY_CHRIST,Canterbury Christ Church University,UK,England,Canterbury,1,North Holmes Rd,CT1 1QU,canterbury.ac.uk,Public,English,2005
CENTRAL_LANCASHIRE,University of Central Lancashire,UK,England,Preston,1,Preston,PR1 2HE,uclan.ac.uk,Public,English,1992
CHESTER,University of Chester,UK,England,Chester,1,Parkgate Rd,CH1 4BJ,chester.ac.uk,Public,English,2005
CHICHESTER,University of Chichester,UK,England,Chichester,1,Bishop Otter Campus,PO19 6PE,chi.ac.uk,Public,English,2005
COVENTRY,Coventry University,UK,England,Coventry,1,Priory St,CV1 5FB,coventry.ac.uk,Public,English,1992
CUMBRIA,University of Cumbria,UK,England,Carlisle,1,Fusehill St,CA1 2HH,cumbria.ac.uk,Public,English,2007
DE_MONTFORT,De Montfort University,UK,England,Leicester,1,The Gateway,LE1 9BH,dmu.ac.uk,Public,English,1992
DERBY,University of Derby,UK,England,Derby,1,Kedleston Rd,DE22 1GB,derby.ac.uk,Public,English,1992
EAST_LONDON,University of East London,UK,England,London,1,University Way,E16 2RD,uel.ac.uk,Public,English,1992
EDGE_HILL,Edge Hill University,UK,England,Ormskirk,1,St Helens Rd,L39 4QP,edgehill.ac.uk,Public,English,2006
FALMOUTH,Falmouth University,UK,England,Falmouth,1,Tremough Campus,TR10 9FE,falmouth.ac.uk,Public,English,2012
GLAM,University of Glamorgan,UK,Wales,Pontypridd,1,Llantwit Rd,CF37 1DL,glam.ac.uk,Public,English,1992
GLOUCESTER,University of Gloucestershire,UK,England,Gloucester,1,The Park,GL50 2RH,glos.ac.uk,Public,English,2001
GREENWICH,University of Greenwich,UK,England,London,1,Old Royal Naval College,SE10 9LS,gre.ac.uk,Public,English,1992
HERTFORD,University of Hertfordshire,UK,England,Hatfield,1,College Ln,AL10 9AB,herts.ac.uk,Public,English,1992
HUDDERS,University of Huddersfield,UK,England,Huddersfield,1,Queensgate,HD1 3DH,hud.ac.uk,Public,English,1992
KINGSTON,Kingston University,UK,England,Kingston upon Thames,1,River House,KT1 2EE,kingston.ac.uk,Public,English,1992
LEEDS_BECKETT,Leeds Beckett University,UK,England,Leeds,1,City Campus,LS1 3HE,leedsbeckett.ac.uk,Public,English,1992
LEEDS_TRINITY,Leeds Trinity University,UK,England,Leeds,1,Brownberrie Ln,LS18 5HD,leedstrinity.ac.uk,Public,English,2012
LINCOLN,University of Lincoln,UK,England,Lincoln,1,Brayford Pool,LN6 7TS,lincoln.ac.uk,Public,English,1992
LJMU,Liverpool John Moores University,UK,England,Liverpool,1,Egerton Court,L3 5UG,ljmu.ac.uk,Public,English,1992
LIVHOPE,Liverpool Hope University,UK,England,Liverpool,1,Hope Park,L16 9JD,hope.ac.uk,Public,English,2005
LONDON_MET,London Metropolitan University,UK,England,London,1,Holloway Rd,N7 8DB,londonmet.ac.uk,Public,English,2002
LONDON_SOUTH_BANK,London South Bank University,UK,England,London,1,Borough Rd,SE1 0AA,lsbu.ac.uk,Public,English,1992
MANCHESTER_MET,Manchester Metropolitan University,UK,England,Manchester,1,All Saints,M15 6BH,mmu.ac.uk,Public,English,1992
MIDDX,Middlesex University,UK,England,London,1,The Burroughs,NW4 4BT,mdx.ac.uk,Public,English,1992
NORTHAMPTON,University of Northampton,UK,England,Northampton,1,University Dr,NN1 5PH,northampton.ac.uk,Public,English,2005
NORTHUMBRIA,Northumbria University,UK,England,Newcastle,1,Ellison Pl,NE1 8ST,northumbria.ac.uk,Public,English,1992
NOTTM_TRENT,Nottingham Trent University,UK,England,Nottingham,1,Burton St,NG1 4BU,ntu.ac.uk,Public,English,1992
PLYMOUTH,University of Plymouth,UK,England,Plymouth,1,Drake Circus,PL4 8AA,plymouth.ac.uk,Public,English,1992
PORTSMOUTH,University of Portsmouth,UK,England,Portsmouth,1,University House,PO1 2UP,port.ac.uk,Public,English,1992
ROEHAMPTON,University of Roehampton,UK,England,London,1,Roehampton Ln,SW15 5PU,roehampton.ac.uk,Public,English,2004
SHEFFIELD_HALLAM,Sheffield Hallam University,UK,England,Sheffield,1,City Campus,S1 1WB,shu.ac.uk,Public,English,1992
SOLENT,Solent University,UK,England,Southampton,1,East Park Terrace,SO14 0YN,solent.ac.uk,Public,English,2005
STAFFORD,Staffordshire University,UK,England,Stoke-on-Trent,1,College Rd,ST4 2DE,staffs.ac.uk,Public,English,1992
SUNDERLAND,University of Sunderland,UK,England,Sunderland,1,Edinburgh Building,SR6 0DD,sunderland.ac.uk,Public,English,1992
TEESSIDE,Teesside University,UK,England,Middlesbrough,1,Borough Rd,TS1 3BX,tees.ac.uk,Public,English,1992
THAMES_VALLEY,University of the Arts London,UK,England,London,1,272 High Holborn,WC1V 7EY,arts.ac.uk,Public,English,1986
WESTMINSTER,University of Westminster,UK,England,London,1,309 Regent St,W1B 2UW,westminster.ac.uk,Public,English,1992
WINCHESTER,University of Winchester,UK,England,Winchester,1,Sparkford Rd,SO22 4NR,winchester.ac.uk,Public,English,2005
WOLVERHAMPTON,University of Wolverhampton,UK,England,Wolverhampton,1,Wulfruna St,WV1 1LY,wlv.ac.uk,Public,English,1992
WORCESTER,University of Worcester,UK,England,Worcester,1,Henwick Grove,WR2 6AJ,worc.ac.uk,Public,English,2005
YORK_ST_JOHN,York St John University,UK,England,York,1,Lord Mayor's Walk,YO31 7EX,yorksj.ac.uk,Public,English,2006
OPEN,Open University,UK,England,Milton Keynes,1,Walton Hall,MK7 6AA,open.ac.uk,Public,English,1969
CRANFIELD,Cranfield University,UK,England,Cranfield,1,College Rd,MK43 0AL,cranfield.ac.uk,Public,English,1969
BUCKINGHAM,University of Buckingham,UK,England,Buckingham,1,Hunter St,MK18 1EG,buckingham.ac.uk,Private,English,1973
QUEEN_MARGARET,Queen Margaret University,UK,Scotland,Edinburgh,1,Queen Margaret University Dr,EH21 6UU,qmu.ac.uk,Public,English,1875
UHI,University of the Highlands and Islands,UK,Scotland,Inverness,1,Ness Walk,IV3 5SQ,uhi.ac.uk,Public,English,2011
RCA,Royal College of Art,UK,England,London,1,Kensington Gore,SW7 2EU,rca.ac.uk,Public,English,1837
RCM,Royal College of Music,UK,England,London,1,Prince Consort Rd,SW7 2BS,rcm.ac.uk,Public,English,1882
RAM,Royal Academy of Music,UK,England,London,1,Marylebone Rd,NW1 5HT,ram.ac.uk,Public,English,1822
LBS,London Business School,UK,England,London,1,Regent's Park,NW1 4SA,london.edu,Public,English,1964
LSHTM,London School of Hygiene & Tropical Medicine,UK,England,London,1,Keppel St,WC1E 7HT,lshtm.ac.uk,Public,English,1899
RVC,Royal Veterinary College,UK,England,London,1,Royal College St,NW1 0TU,rvc.ac.uk,Public,English,1791
COURTAULD,Courtauld Institute of Art,UK,England,London,1,Somerset House,WC2R 0RN,courtauld.ac.uk,Public,English,1932
ICR,Institute of Cancer Research,UK,England,London,1,Chester Beatty Laboratories,SW3 6JB,icr.ac.uk,Public,English,1909
TRINITY_LABAN,Trinity Laban Conservatoire of Music and Dance,UK,England,London,1,King Charles Court,SE10 9JF,trinitylaban.ac.uk,Public,English,2005
RCSSD,Royal Central School of Speech and Drama,UK,England,London,1,Embassy Theatre,NW3 3HY,cssd.ac.uk,Public,English,1906
HARPER_ADAMS,Harper Adams University,UK,England,Newport,1,Edgmond,TF10 8NB,harper-adams.ac.uk,Public,English,1901
RAU,Royal Agricultural University,UK,England,Cirencester,1,Stroud Rd,GL7 6JS,rau.ac.uk,Private,English,1845
AUB,Arts University Bournemouth,UK,England,Poole,1,Wallisdown,BH12 5HH,aub.ac.uk,Public,English,1885
UCA,University for the Creative Arts,UK,England,Farnham,1,Falkner Rd,GU9 7DS,uca.ac.uk,Public,English,2005
NUA,Norwich University of the Arts,UK,England,Norwich,1,Francis House,NR2 2WD,nua.ac.uk,Public,English,1845
BPP,BPP University,UK,England,London,1,Aldine Pl,WC1A 1HZ,bpp.com,Private,English,1992
ULAW,University of Law,UK,England,London,1,Braboeuf Manor,GU1 1HA,law.ac.uk,Private,English,1962
REGENTS,Regent's University London,UK,England,London,1,Inner Circle,NW1 4NS,regents.ac.uk,Private,English,1984
ARDEN,Arden University,UK,England,Coventry,1,Middlemarch Park,CV3 4FJ,arden.ac.uk,Private,English,1990
SRUC,Scotland's Rural College,UK,Scotland,Edinburgh,1,Peter Wilson Building,EH9 3JG,sruc.ac.uk,Public,English,1899
ST_GEORGES,St George's University of London,UK,England,London,1,Cranmer Terrace,SW17 0RE,sgul.ac.uk,Public,English,1733
LONDON_CONSERVATOIRE,Leeds Conservatoire,UK,England,Leeds,1,Quarry Hill,LS2 7PD,conservatoire.ac.uk,Public,English,1965
RCNC,Royal Northern College of Music,UK,England,Manchester,1,124 Oxford Rd,M13 9RD,rncm.ac.uk,Public,English,1973
GSA,Glasgow School of Art,UK,Scotland,Glasgow,1,167 Renfrew St,G3 6RQ,gsa.ac.uk,Public,English,1845
ECA,Edinburgh College of Art,UK,Scotland,Edinburgh,1,Lauriston Pl,EH3 9DF,ed.ac.uk,Public,English,1760
HIGHLANDS,University of the Highlands and Islands,UK,Scotland,Inverness,1,Ness Walk,IV3 5SQ,uhi.ac.uk,Public,English,2011
