```csv
university_code,university_name,country,province_state,city,building_number,street,postal_code,website,type,language,established
PARIS_SACLAY,Paris-Saclay University,France,Île-de-France,Gif-sur-Yvette,1,Rue André Ampère,91405,universite-paris-saclay.fr,Public,French;English,2020
SCIENCES_PO,Sciences Po,France,Île-de-France,Paris,1,Rue Saint-Guillaume,75007,sciencespo.fr,Private,French;English,1872
PSL,Paris Sciences et Lettres University,France,Île-de-France,Paris,1,Place Marcelin Berthelot,75005,psl.eu,Public,French;English,2010
UNIV_LYON,University of Lyon,France,Auvergne-Rhône-Alpes,Lyon,1,Rue de l'Université,69007,univ-lyon1.fr,Public,French;English,1896
UNIV_MARSEILLE,Aix-Marseille University,France,Provence-Alpes-Côte d'Azur,Marseille,1,Place Victor Hugo,13331,univ-amu.fr,Public,French;English,1409
UNIV_STRASBOURG,University of Strasbourg,France,Grand Est,Strasbourg,1,Rue René Descartes,67084,unistra.fr,Public,French;German;English,1538
UNIV_TOULOUSE,University of Toulouse,France,Occitanie,Toulouse,1,Allée Jules Guesde,31062,univ-tlse3.fr,Public,French;English,1229
UNIV_BORDEAUX,University of Bordeaux,France,Nouvelle-Aquitaine,Bordeaux,1,Cours de la Libération,33405,u-bordeaux.fr,Public,French;English,1441
UNIV_LILLE,University of Lille,France,Hauts-de-France,Lille,1,Cité Scientifique,59655,univ-lille.fr,Public,French;English,1562
UNIV_NANTES,University of Nantes,France,Pays de la Loire,Nantes,1,Quai de Tourville,44035,univ-nantes.fr,Public,French;English,1961
UNIV_RENNES,University of Rennes,France,Bretagne,Rennes,1,Place du Recteur Henri Le Moal,35043,univ-rennes1.fr,Public,French;English,1461
UNIV_GRENOBLE,University of Grenoble Alpes,France,Auvergne-Rhône-Alpes,Grenoble,1,Rue de la Houssinière,38058,univ-grenoble-alpes.fr,Public,French;English,1339
UNIV_MONTPELLIER,University of Montpellier,France,Occitanie,Montpellier,1,Rue de l'École de Médecine,34090,umontpellier.fr,Public,French;English,1289
UNIV_NICE,University of Nice Sophia Antipolis,France,Provence-Alpes-Côte d'Azur,Nice,1,Avenue Valrose,06108,univ-cotedazur.fr,Public,French;English,1965
UNIV_PARIS_DAUPHINE,Paris Dauphine University,France,Île-de-France,Paris,1,Place du Maréchal de Lattre de Tassigny,75775,dauphine.psl.eu,Public,French;English,1968
BOCCONI,Bocconi University,Italy,Lombardy,Milan,1,Via Sarfatti,20136,unibocconi.it,Private,Italian;English,1902
UNIV_BOLOGNA,University of Bologna,Italy,Emilia-Romagna,Bologna,1,Via Zamboni,40126,unibo.it,Public,Italian;English,1088
SAPIENZA,Sapienza University of Rome,Italy,Lazio,Rome,1,Piazzale Aldo Moro,00185,uniroma1.it,Public,Italian;English,1303
UNIV_MILAN,University of Milan,Italy,Lombardy,Milan,1,Via Festa del Perdono,20122,unimi.it,Public,Italian;English,1924
POLYTECHNIC_MILAN,Polytechnic University of Milan,Italy,Lombardy,Milan,1,Piazza Leonardo da Vinci,20133,polimi.it,Public,Italian;English,1863
UNIV_PADUA,University of Padua,Italy,Veneto,Padua,1,Via 8 Febbraio,35122,unipd.it,Public,Italian;English,1222
UNIV_PISA,University of Pisa,Italy,Tuscany,Pisa,1,Lungarno Pacinotti,56126,unipi.it,Public,Italian;English,1343
UNIV_FLORENCE,University of Florence,Italy,Tuscany,Florence,1,Piazza San Marco,50121,unifi.it,Public,Italian;English,1321
UNIV_TURIN,University of Turin,Italy,Piedmont,Turin,1,Via Verdi,10124,unito.it,Public,Italian;English,1404
UNIV_NAPLES,University of Naples Federico II,Italy,Campania,Naples,1,Corso Umberto I,80138,unina.it,Public,Italian;English,1224
UNIV_ROME_TOR_VERGATA,University of Rome Tor Vergata,Italy,Lazio,Rome,1,Via della Ricerca Scientifica,00133,uniroma2.it,Public,Italian;English,1982
LUISS,LUISS University,Italy,Lazio,Rome,1,Viale Romania,00197,luiss.it,Private,Italian;English,1977
UNIV_MILAN_BICOCCA,University of Milan-Bicocca,Italy,Lombardy,Milan,1,Piazza dell'Ateneo Nuovo,20126,unimib.it,Public,Italian;English,1998
UNIV_TRENTO,University of Trento,Italy,Trentino-Alto Adige,Trento,1,Via Sommarive,38123,unitn.it,Public,Italian;German;English,1962
UNIV_TRIESTE,University of Trieste,Italy,Friuli-Venezia Giulia,Trieste,1,Piazzale Europa,34127,units.it,Public,Italian;English,1924
UNIV_COMPLUTENSE,Complutense University of Madrid,Spain,Madrid,Madrid,1,Avenida Séneca,28040,ucm.es,Public,Spanish;English,1293
UNIV_BARCELONA,University of Barcelona,Spain,Catalonia,Barcelona,1,Gran Via de les Corts Catalanes,08007,ub.edu,Public,Spanish;Catalan;English,1450
AUTONOMOUS_BARCELONA,Autonomous University of Barcelona,Spain,Catalonia,Barcelona,1,Plaça Cívica,08193,uab.cat,Public,Spanish;Catalan;English,1968
AUTONOMOUS_MADRID,Autonomous University of Madrid,Spain,Madrid,Madrid,1,Ciudad Universitaria de Cantoblanco,28049,uam.es,Public,Spanish;English,1968
UNIV_VALENCIA,University of Valencia,Spain,Valencia,Valencia,1,Avenida Blasco Ibáñez,46010,uv.es,Public,Spanish;Valencian;English,1499
UNIV_GRANADA,University of Granada,Spain,Andalusia,Granada,1,Cuesta del Hospicio,18071,ugr.es,Public,Spanish;English,1531
UNIV_SALAMANCA,University of Salamanca,Spain,Castile and León,Salamanca,1,Patio de Escuelas,37008,usal.es,Public,Spanish;English,1218
POLYTECHNIC_MADRID,Polytechnic University of Madrid,Spain,Madrid,Madrid,1,Ramiro de Maeztu,28040,upm.es,Public,Spanish;English,1971
POLYTECHNIC_CATALONIA,Polytechnic University of Catalonia,Spain,Catalonia,Barcelona,1,Jordi Girona,08034,upc.edu,Public,Spanish;Catalan;English,1971
UNIV_SEVILLE,University of Seville,Spain,Andalusia,Seville,1,Calle San Fernando,41004,us.es,Public,Spanish;English,1505
CARLOS_III_MADRID,Carlos III University of Madrid,Spain,Madrid,Madrid,1,Calle Madrid,28903,uc3m.es,Public,Spanish;English,1989
POMPEU_FABRA,Pompeu Fabra University,Spain,Catalonia,Barcelona,1,Plaça de la Mercè,08002,upf.edu,Public,Spanish;Catalan;English,1990
IE_UNIVERSITY,IE University,Spain,Castile and León,Segovia,1,Cardenal Zúñiga,40003,ie.edu,Private,Spanish;English,1997
ESADE,ESADE Business School,Spain,Catalonia,Barcelona,1,Avinguda de la Torre Blanca,08172,esade.edu,Private,Spanish;Catalan;English,1958
IESE,IESE Business School,Spain,Catalonia,Barcelona,1,Avinguda Pearson,08034,iese.edu,Private,Spanish;English,1958
UNIV_AMSTERDAM,University of Amsterdam,Netherlands,North Holland,Amsterdam,1,Spui,1012,uva.nl,Public,Dutch;English,1632
DELFT_UNIV_TECH,Delft University of Technology,Netherlands,South Holland,Delft,1,Stevinweg,2628,tudelft.nl,Public,Dutch;English,1842
EINDHOVEN_UNIV_TECH,Eindhoven University of Technology,Netherlands,North Brabant,Eindhoven,1,Den Dolech,5612,tue.nl,Public,Dutch;English,1956
LEIDEN_UNIV,Leiden University,Netherlands,South Holland,Leiden,1,Rapenburg,2311,leidenuniv.nl,Public,Dutch;English,1575
UTRECHT_UNIV,Utrecht University,Netherlands,Utrecht,Utrecht,1,Heidelberglaan,3584,uu.nl,Public,Dutch;English,1636
ERASMUS_ROTTERDAM,Erasmus University Rotterdam,Netherlands,South Holland,Rotterdam,1,Burgemeester Oudlaan,3062,eur.nl,Public,Dutch;English,1913
GRONINGEN_UNIV,University of Groningen,Netherlands,Groningen,Groningen,1,Broerstraat,9712,rug.nl,Public,Dutch;English,1614
RADBOUD_UNIV,Radboud University,Netherlands,Gelderland,Nijmegen,1,Heyendaalseweg,6525,ru.nl,Public,Dutch;English,1923
TILBURG_UNIV,Tilburg University,Netherlands,North Brabant,Tilburg,1,Warandelaan,5037,tilburguniversity.edu,Public,Dutch;English,1927
WAGENINGEN_UNIV,Wageningen University,Netherlands,Gelderland,Wageningen,1,Droevendaalsesteeg,6708,wur.nl,Public,Dutch;English,1918
TWENTE_UNIV,University of Twente,Netherlands,Overijssel,Enschede,1,Drienerlolaan,7522,utwente.nl,Public,Dutch;English,1961
VU_AMSTERDAM,VU Amsterdam,Netherlands,North Holland,Amsterdam,1,De Boelelaan,1081,vu.nl,Public,Dutch;English,1880
MAASTRICHT_UNIV,Maastricht University,Netherlands,Limburg,Maastricht,1,Minderbroedersberg,6211,maastrichtuniversity.nl,Public,Dutch;English,1976
UNIV_COPENHAGEN,University of Copenhagen,Denmark,Capital Region,Copenhagen,1,Nørregade,1165,ku.dk,Public,Danish;English,1479
AARHUS_UNIV,Aarhus University,Denmark,Central Denmark,Aarhus,1,Nordre Ringgade,8000,au.dk,Public,Danish;English,1928
DTU,Technical University of Denmark,Denmark,Capital Region,Lyngby,1,Anker Engelunds Vej,2800,dtu.dk,Public,Danish;English,1829
COPENHAGEN_BUSINESS,Copenhagen Business School,Denmark,Capital Region,Frederiksberg,1,Solbjerg Plads,2000,cbs.dk,Public,Danish;English,1917
ROSKILDE_UNIV,Roskilde University,Denmark,Zealand,Roskilde,1,Universitetsvej,4000,ruc.dk,Public,Danish;English,1972
AALBORG_UNIV,Aalborg University,Denmark,North Denmark,Aalborg,1,Fredrik Bajers Vej,9220,aau.dk,Public,Danish;English,1974
SOUTHERN_DENMARK,University of Southern Denmark,Denmark,Southern Denmark,Odense,1,Campusvej,5230,sdu.dk,Public,Danish;English,1998
IT_UNIV_COPENHAGEN,IT University of Copenhagen,Denmark,Capital Region,Copenhagen,1,Rued Langgaards Vej,2300,itu.dk,Public,Danish;English,1999
KAROLINSKA,Karolinska Institute,Sweden,Stockholm,Stockholm,1,Nobels väg,171,ki.se,Public,Swedish;English,1810
KTH,KTH Royal Institute of Technology,Sweden,Stockholm,Stockholm,1,Valhallavägen,100,kth.se,Public,Swedish;English,1827
STOCKHOLM_UNIV,Stockholm University,Sweden,Stockholm,Stockholm,1,Universitetsvägen,106,su.se,Public,Swedish;English,1878
UPPSALA_UNIV,Uppsala University,Sweden,Uppsala,Uppsala,1,Dag Hammarskjölds väg,751,uu.se,Public,Swedish;English,1477
LUND_UNIV,Lund University,Sweden,Skåne,Lund,1,Paradisgatan,223,lu.se,Public,Swedish;English,1666
CHALMERS,Chalmers University of Technology,Sweden,Västra Götaland,Gothenburg,1,Chalmersplatsen,412,chalmers.se,Public,Swedish;English,1829
GOTHENBURG_UNIV,University of Gothenburg,Sweden,Västra Götaland,Gothenburg,1,Vasagatan,405,gu.se,Public,Swedish;English,1891
LINKÖPING_UNIV,Linköping University,Sweden,Östergötland,Linköping,1,Campus Valla,581,liu.se,Public,Swedish;English,1975
UMEÅ_UNIV,Umeå University,Sweden,Västerbotten,Umeå,1,Universitetsgatan,901,umu.se,Public,Swedish;English,1965
STOCKHOLM_SCHOOL_ECON,Stockholm School of Economics,Sweden,Stockholm,Stockholm,1,Sveavägen,113,hhs.se,Private,Swedish;English,1909
KARLSTAD_UNIV,Karlstad University,Sweden,Värmland,Karlstad,1,Universitetsgatan,651,kau.se,Public,Swedish;English,1977
MALMÖ_UNIV,Malmö University,Sweden,Skåne,Malmö,1,Nordenskiöldsgatan,205,mau.se,Public,Swedish;English,1998
UNIV_OSLO,University of Oslo,Norway,Oslo,Oslo,1,Problemveien,0315,uio.no,Public,Norwegian;English,1811
NTNU,Norwegian University of Science and Technology,Norway,Trøndelag,Trondheim,1,Høgskoleringen,7491,ntnu.no,Public,Norwegian;English,1996
UNIV_BERGEN,University of Bergen,Norway,Vestland,Bergen,1,Muséplass,5007,uib.no,Public,Norwegian;English,1946
UNIV_TROMSØ,UiT The Arctic University of Norway,Norway,Troms og Finnmark,Tromsø,1,Hansine Hansens veg,9019,uit.no,Public,Norwegian;English;Sami,1968
NORWEGIAN_SCHOOL_ECON,Norwegian School of Economics,Norway,Vestland,Bergen,1,Helleveien,5045,nhh.no,Public,Norwegian;English,1936
UNIV_STAVANGER,University of Stavanger,Norway,Rogaland,Stavanger,1,Universitetsveien,4036,uis.no,Public,Norwegian;English,2005
UNIV_AGDER,University of Agder,Norway,Agder,Kristiansand,1,Universitetsveien,4630,uia.no,Public,Norwegian;English,2007
NORWEGIAN_UNIV_LIFE_SCI,Norwegian University of Life Sciences,Norway,Viken,Ås,1,Universitetstunet,1433,nmbu.no,Public,Norwegian;English,1859
BI_NORWEGIAN,BI Norwegian Business School,Norway,Oslo,Oslo,1,Nydalsveien,0484,bi.no,Private,Norwegian;English,1943
UNIV_HELSINKI,University of Helsinki,Finland,Uusimaa,Helsinki,1,Yliopistonkatu,00014,helsinki.fi,Public,Finnish;Swedish;English,1640
AALTO_UNIV,Aalto University,Finland,Uusimaa,Espoo,1,Otakaari,02150,aalto.fi,Public,Finnish;Swedish;English,2010
UNIV_TURKU,University of Turku,Finland,Southwest Finland,Turku,1,Yliopistokatu,20014,utu.fi,Public,Finnish;Swedish;English,1920
UNIV_OULU,University of Oulu,Finland,North Ostrobothnia,Oulu,1,Pentti Kaiteran katu,90014,oulu.fi,Public,Finnish;English,1958
UNIV_TAMPERE,University of Tampere,Finland,Pirkanmaa,Tampere,1,Kalevantie,33014,tuni.fi,Public,Finnish;English,1925
UNIV_JYVÄSKYLÄ,University of Jyväskylä,Finland,Central Finland,Jyväskylä,1,Seminaarinkatu,40014,jyu.fi,Public,Finnish;English,1863
UNIV_EASTERN_FINLAND,University of Eastern Finland,Finland,North Karelia,Joensuu,1,Yliopistokatu,80101,uef.fi,Public,Finnish;English,2010
HANKEN,Hanken School of Economics,Finland,Uusimaa,Helsinki,1,Arkadiankatu,00101,hanken.fi,Private,Swedish;Finnish;English,1909
LAPPEENRANTA_UNIV,LUT University,Finland,South Karelia,Lappeenranta,1,Yliopistonkatu,53850,lut.fi,Public,Finnish;English,1969
ÅBO_AKADEMI,Åbo Akademi University,Finland,Southwest Finland,Turku,1,Domkyrkotorget,20500,abo.fi,Private,Swedish;Finnish;English,1918
UNIV_ICELAND,University of Iceland,Iceland,Capital Region,Reykjavik,1,Háskólatorg,101,hi.is,Public,Icelandic;English,1911
REYKJAVIK_UNIV,Reykjavik University,Iceland,Capital Region,Reykjavik,1,Menntavegur,102,ru.is,Private,Icelandic;English,1998
ICELAND_UNIV_ARTS,Iceland University of the Arts,Iceland,Capital Region,Reykjavik,1,Laugarnesvegur,105,lhi.is,Public,Icelandic;English,1999
UNIV_VIENNA,University of Vienna,Austria,Vienna,Vienna,1,Universitätsring,1010,univie.ac.at,Public,German;English,1365
TU_VIENNA,Vienna University of Technology,Austria,Vienna,Vienna,1,Karlsplatz,1040,tuwien.ac.at,Public,German;English,1815
WIRTSCHAFTSUNIVERSITÄT_WIEN,WU Vienna University of Economics and Business,Austria,Vienna,Vienna,1,Welthandelsplatz,1020,wu.ac.at,Public,German;English,1898
UNIV_GRAZ,University of Graz,Austria,Styria,Graz,1,Universitätsplatz,8010,uni-graz.at,Public,German;English,1585
TU_GRAZ,Graz University of Technology,Austria,Styria,Graz,1,Rechbauerstraße,8010,tugraz.at,Public,German;English,1811
UNIV_INNSBRUCK,University of Innsbruck,Austria,Tyrol,Innsbruck,1,Innrain,6020,uibk.ac.at,Public,German;English,1669
SALZBURG_UNIV,University of Salzburg,Austria,Salzburg,Salzburg,1,Kapitelgasse,5020,plus.ac.at,Public,German;English,1622
JOHANNES_KEPLER_LINZ,Johannes Kepler University Linz,Austria,Upper Austria,Linz,1,Altenberger Straße,4040,jku.at,Public,German;English,1966
UNIV_LEUVEN,KU Leuven,Belgium,Flemish Brabant,Leuven,1,Oude Markt,3000,kuleuven.be,Private,Dutch;English,1425
UNIV_GHENT,Ghent University,Belgium,East Flanders,Ghent,1,Sint-Pietersnieuwstraat,9000,ugent.be,Public,Dutch;English,1817
UNIV_BRUSSELS_VUB,Vrije Universiteit Brussel,Belgium,Brussels,Brussels,1,Pleinlaan,1050,vub.be,Private,Dutch;English,1970
UNIV_LIÈGE,University of Liège,Belgium,Liège,Liège,1,Place du 20-Août,4000,uliege.be,Public,French;English,1817
UCL_BELGIUM,Université catholique de Louvain,Belgium,Walloon Brabant,Louvain-la-Neuve,1,Place de l'Université,1348,uclouvain.be,Private,French;English,1834
UNIV_ANTWERP,University of Antwerp,Belgium,Antwerp,Antwerp,1,Grote Markt,2000,uantwerpen.be,Public,Dutch;English,2003
UNIV_HASSELT,Hasselt University,Belgium,Limburg,Hasselt,1,Martelarenlaan,3500,uhasselt.be,Public,Dutch;English,1971
ULB,Université libre de Bruxelles,Belgium,Brussels,Brussels,1,Avenue Franklin Roosevelt,1050,ulb.be,Private,French;English,1834
UNIV_MONS,University of Mons,Belgium,Hainaut,Mons,1,Place du Parc,7000,umons.ac.be,Public,French;English,1965
WARSAW_UNIV,University of Warsaw,Poland,Masovian,Warsaw,1,Krakowskie Przedmieście,00927,uw.edu.pl,Public,Polish;English,1816
JAGIELLONIAN,Jagiellonian University,Poland,Lesser Poland,Kraków,1,Gołębia,31007,uj.edu.pl,Public,Polish;English,1364
WARSAW_TECH,Warsaw University of Technology,Poland,Masovian,Warsaw,1,Plac Politechniki,00661,pw.edu.pl,Public,Polish;English,1915
AGH_KRAKOW,AGH University of Science and Technology,Poland,Lesser Poland,Kraków,1,Mickiewicza,30059,agh.edu.pl,Public,Polish;English,1919
WROCŁAW_UNIV,University of Wrocław,Poland,Lower Silesian,Wrocław,1,Uniwersytecka,50137,uni.wroc.pl,Public,Polish;English,1702
GDANSK_TECH,Gdansk University of Technology,Poland,Pomeranian,Gdansk,1,Narutowicza,80233,pg.edu.pl,Public,Polish;English,1904
POZNAŃ_UNIV,Adam Mickiewicz University,Poland,Greater Poland,Poznań,1,Wieniawskiego,61712,amu.edu.pl,Public,Polish;English,1919
SILESIA_UNIV,University of Silesia,Poland,Silesian,Katowice,1,Bankowa,40007,us.edu.pl,Public,Polish;English,1968
LODZ_TECH,Lodz University of Technology,Poland,Łódź,Łódź,1,Żeromskiego,90924,p.lodz.pl,Public,Polish;English,1945
CHARLES_UNIV,Charles University,Czech Republic,Prague,Prague,1,Ovocný trh,116000,cuni.cz,Public,Czech;English,1348
CZECH_TECH,Czech Technical University in Prague,Czech Republic,Prague,Prague,1,Thákurova,16629,cvut.cz,Public,Czech;English,1707
MASARYK_UNIV,Masaryk University,Czech Republic,South Moravian,Brno,1,Žerotínovo náměstí,60177,muni.cz,Public,Czech;English,1919
BRNO_TECH,Brno University of Technology,Czech Republic,South Moravian,Brno,1,Antonínská,60190,vutbr.cz,Public,Czech;English,1899
PALACKÝ_UNIV,Palacký University Olomouc,Czech Republic,Olomouc,Olomouc,1,Křížkovského,77147,upol.cz,Public,Czech;English,1573
VŠE_PRAGUE,Prague University of Economics and Business,Czech Republic,Prague,Prague,1,Náměstí Winstona Churchilla,13067,vse.cz,Public,Czech;English,1953
COMENIUS_UNIV,Comenius University in Bratislava,Slovakia,Bratislava,Bratislava,1,Šafárikovo námestie,81499,uniba.sk,Public,Slovak;English,1919
SLOVAK_TECH,Slovak University of Technology,Slovakia,Bratislava,Bratislava,1,Vazovova,81243,stuba.sk,Public,Slovak;English,1937
TECHNICAL_KOŠICE,Technical University of Košice,Slovakia,Košice,Košice,1,Letná,04200,tuke.sk,Public,Slovak;English,1952
UNIV_ŽILINA,University of Žilina,Slovakia,Žilina,Žilina,1,Univerzitná,01026,uniza.sk,Public,Slovak;English,1953
EÖTVÖS_LORÁND,Eötvös Loránd University,Hungary,Budapest,Budapest,1,Egyetem tér,1053,elte.hu,Public,Hungarian;English,1635
BUDAPEST_TECH,Budapest University of Technology and Economics,Hungary,Budapest,Budapest,1,Műegyetem rkpt,1111,bme.hu,Public,Hungarian;English,1782
CENTRAL_EUROPEAN_UNIV,Central European University,Hungary,Budapest,Budapest,1,Nádor utca,1051,ceu.edu,Private,English,1991
CORVINUS_BUDAPEST,Corvinus University of Budapest,Hungary,Budapest,Budapest,1,Fővám tér,1093,uni-corvinus.hu,Public,Hungarian;English,1920
UNIV_DEBRECEN,University of Debrecen,Hungary,Hajdú-Bihar,Debrecen,1,Egyetem tér,4032,unideb.hu,Public,Hungarian;English,1538
UNIV_SZEGED,University of Szeged,Hungary,Csongrád-Csanád,Szeged,1,Dugonics tér,6720,u-szeged.hu,Public,Hungarian;English,1921
UNIV_PÉCS,University of Pécs,Hungary,Baranya,Pécs,1,Vasvári Pál utca,7622,pte.hu,Public,Hungarian;English,1367
UNIV_LJUBLJANA,University of Ljubljana,Slovenia,Ljubljana,Ljubljana,1,Kongresni trg,1000,uni-lj.si,Public,Slovene;English,1919
UNIV_MARIBOR,University of Maribor,Slovenia,Maribor,Maribor,1,Slomškov trg,2000,um.si,Public,Slovene;English,1975
UNIV_PRIMORSKA,University of Primorska,Slovenia,Koper,Koper,1,Titov trg,6000,upr.si,Public,Slovene;Italian;English,2003
UNIV_ZAGREB,University of Zagreb,Croatia,Zagreb,Zagreb,1,Trg Republike Hrvatske,10000,unizg.hr,Public,Croatian;English,1669
UNIV_SPLIT,University of Split,Croatia,Split,Split,1,Livanjska,21000,unist.hr,Public,Croatian;English,1974
UNIV_RIJEKA,University of Rijeka,Croatia,Rijeka,Rijeka,1,Trsat,51000,uniri.hr,Public,Croatian;English,1973
UNIV_BELGRADE,University of Belgrade,Serbia,Belgrade,Belgrade,1,Studentski trg,11000,bg.ac.rs,Public,Serbian;English,1808
UNIV_NOVI_SAD,University of Novi Sad,Serbia,Novi Sad,Novi Sad,1,Trg Dositeja Obradovića,21000,uns.ac.rs,Public,Serbian;English,1960
UNIV_KRAGUJEVAC,University of Kragujevac,Serbia,Kragujevac,Kragujevac,1,Jovan Cvijić,34000,kg.ac.rs,Public,Serbian;English,1976
